wvls,neff_mg_real,neff_mg_imag,neff_bg_real,neff_bg_imag
400.0,1.320902287518085,8.947059695715814e-06,1.3412466309891344,1.0644278699522165e-05
450.0,1.3141613654382862,9.01334191102853e-06,1.3332542753616996,1.0649883374446753e-05
500.0,1.3095134795269132,9.058715705363512e-06,1.3277750274435045,1.065381583501576e-05
550.0,1.3061634874627197,9.091250395160911e-06,1.3238414651006118,1.0656679406745599e-05
600.0,1.3036644363240117,9.115427721716842e-06,1.3209154919734472,1.0658829244268762e-05
650.0,1.3017480628455036,9.133913496290354e-06,1.3186765580862383,1.0660484645137825e-05
700.0,1.3002448613081334,9.148380471490582e-06,1.3169232459088172,1.0661786741633451e-05
750.0,1.299043188869158,9.159924366797261e-06,1.3155234587203075,1.0662829643034113e-05
800.0,1.2980669484361902,9.169288765811857e-06,1.3143874580685084,1.06636780474115e-05
